name,id,gender,uid,department
Luis Mandoki,5359,0,46085,Directing
Lee Daniels,5360,0,20019,Directing
Jeb Stuart,5361,0,7671,Directing
Steve Miner,5362,0,58712,Directing
Paul Thomas Anderson,5363,0,4762,Directing
David Leland,5364,0,33317,Directing
J Blakeson,5365,0,111588,Directing
Ryan Coogler,5366,0,1056121,Directing
Kirk Jones,5367,0,64045,Directing
Jennifer Flackett,5368,1,66218,Directing
Kevin Smith,5369,0,19303,Directing
Christian Ditter,5370,0,63820,Directing
Charles Martin Smith,5371,0,1270,Directing
Fyodor Bondarchuk,5372,0,80999,Directing
Irvin Kershner,5373,0,10930,Directing
Steve Pink,5374,0,3227,Directing
Scott Hicks,5375,0,33433,Directing
Kirk De Micco,5376,0,71267,Directing
Chris Rock,5377,0,2632,Directing
Wilson Yip,5378,0,63571,Directing
Robert Wise,5379,0,1744,Directing
Kevin Rodney Sullivan,5380,0,70777,Directing
Kevin Munroe,5381,0,19499,Directing
Mike Tollin,5382,0,53178,Directing
Patrick Tatopoulos,5383,0,3964,Directing
Gary David Goldberg,5384,0,70738,Directing
Tobe Hooper,5385,0,10051,Directing
Alan Poul,5386,0,113225,Directing
Luke Greenfield,5387,0,65734,Directing
Gil Junger,5388,0,40243,Directing
Michael Ritchie,5389,0,12964,Directing
Steven E. de Souza,5390,0,1726,Directing
Alexandre Aja,5391,0,59291,Directing
Michael Rymer,5392,0,28741,Directing
Hugh Wilson,5393,0,28904,Directing
Mike Hodges,5394,0,17281,Directing
Scott Mann,5395,0,90812,Directing
Susanna White,5396,0,113600,Directing
Chris Carter,5397,0,12524,Directing
Tommy O'Haver,5398,0,62514,Directing
Peter Landesman,5399,0,1192754,Directing
Gary Chapman,5400,0,80691,Directing
Craig Mazin,5401,0,35796,Directing
Allen Hughes,5402,0,11448,Directing
Kimble Rendall,5403,0,64163,Directing
Peter Yates,5404,0,12804,Directing
Lasse Hallström,5405,0,5306,Directing
Jean-Marc Vallée,5406,0,69371,Directing
Tsui Hark,5407,0,26760,Directing
Lexi Alexander,5408,0,56359,Directing
Ronny Yu,5409,0,17268,Directing
Bille August,5410,0,19684,Directing
Moustapha Akkad,5411,0,66203,Directing
Jean-Paul Rappeneau,5412,0,25950,Directing
Joachim Rønning,5413,0,20307,Directing
Tony Kaye,5414,0,814,Directing
Ken Scott,5415,0,1375201,Directing
Hugh Johnson,5416,0,22100,Directing
Hayao Miyazaki,5417,0,608,Directing
"George Tillman, Jr.",5418,0,66121,Directing
Rand Ravich,5419,0,29524,Directing
Hugh Hudson,5420,0,58220,Directing
Ben Stassen,5421,0,76100,Directing
Chris Gorak,5422,0,10855,Directing
Scott Speer,5423,0,932088,Directing
Joe Charbanic,5424,0,66604,Directing
Jonathan Hensleigh,5425,0,876,Directing
Danny Cannon,5426,0,33279,Directing
Boaz Yakin,5427,0,52358,Directing
Richard Marquand,5428,0,19800,Directing
Neil Marshall,5429,0,57581,Directing
David Wain,5430,0,22214,Directing
Jared Hess,5431,0,53925,Directing
Rupert Wainwright,5432,0,11809,Directing
John Luessenhop,5433,0,97026,Directing
Justin Zackham,5434,0,52599,Directing
John Gatins,5435,0,53176,Directing
Miguel Sapochnik,5436,0,114404,Directing
Shim Hyung-Rae,5437,0,64331,Directing
Don Scardino,5438,0,93419,Directing
Tim Robbins,5439,0,504,Directing
Tom Reeve,5440,0,43673,Directing
Nanette Burstein,5441,1,96439,Directing
Ariel Vromen,5442,0,81476,Directing
Lewis Gilbert,5443,0,10076,Directing
John Francis Daley,5444,0,52935,Directing
J.B. Rogers,5445,0,7409,Directing
Michael Sucsy,5446,0,566328,Directing
Tom Vaughan,5447,0,56717,Directing
Stephen Hillenburg,5448,0,70651,Directing
Stig Bergqvist,5449,0,80540,Directing
Jason Reitman,5450,0,52443,Directing
Alexander Payne,5451,0,13235,Directing
Jonathan Levine,5452,0,56661,Directing
Rian Johnson,5453,0,67367,Directing
Chris Noonan,5454,0,58137,Directing
Michael McCullers,5455,0,14172,Directing
Forest Whitaker,5456,0,2178,Directing
Woody Allen,5457,0,1243,Directing
Peter Lepeniotis,5458,0,1262197,Directing
Ted Demme,5459,0,34849,Directing
William Shatner,5460,0,1748,Directing
James Gartner,5461,0,60496,Directing
Lee Toland Krieger,5462,0,109745,Directing
Tim McCanlies,5463,0,77919,Directing
Drew Goddard,5464,0,47506,Directing
Jason Friedberg,5465,0,35694,Directing
Paul Michael Glaser,5466,0,12988,Directing
John R. Leonetti,5467,0,26714,Directing
Tom Hanks,5468,0,31,Directing
Kimberly Peirce,5469,0,2836,Directing
Liz Friedlander,5470,1,60024,Directing
Phil Joanou,5471,0,18500,Directing
Shane Acker,5472,0,71923,Directing
Martha Coolidge,5473,1,63713,Directing
Stephen Anderson,5474,0,227438,Directing
Troy Miller,5475,0,58868,Directing
Tate Taylor,5476,0,55789,Directing
Brett Leonard,5477,0,57090,Directing
Alister Grierson,5478,0,59126,Directing
Nick Hurran,5479,0,42274,Directing
Charles Stone III,5480,0,80215,Directing
Paul Haggis,5481,0,455,Directing
Kurt Wimmer,5482,0,13927,Directing
Jean-François Richet,5483,0,58324,Directing
Kevin Hooks,5484,0,40230,Directing
Ellory Elkayem,5485,0,56150,Directing
Niki Caro,5486,1,15287,Directing
Vincenzo Natali,5487,0,5877,Directing
Willard Huyck,5488,0,686,Directing
Gavin O'Connor,5489,0,77003,Directing
Bruce Hunt,5490,0,44179,Directing
Christopher Roberts,5491,0,20305,Directing
Kim Jee-woon,5492,0,543568,Directing
Nick Hamm,5493,0,6361,Directing
Andy Cadiff,5494,0,80307,Directing
Mike Disa,5495,0,108952,Directing
Richard J. Lewis,5496,0,137475,Directing
Sergio Leone,5497,0,4385,Directing
Niels Arden Oplev,5498,0,19346,Directing
Michael Radford,5499,0,28898,Directing
Steve Boyum,5500,0,72258,Directing
Chen Kaige,5501,0,20640,Directing
Corey Yuen Kwai,5502,0,35452,Directing
Andrew Dominik,5503,0,37618,Directing
Jackie Chan,5504,0,18897,Directing
Laurent Tirard,5505,0,64575,Directing
Reinhard Klooss,5506,0,57035,Directing
Frédéric Auburtin,5507,0,21126,Directing
Olivier Dahan,5508,0,16919,Directing
Maksim Fadeev,5509,0,1565981,Directing
Liliana Cavani,5510,1,67750,Directing
Elizabeth Banks,5511,1,9281,Directing
Edward Norton,5512,0,819,Directing
Ben Falcone,5513,0,170820,Directing
Richard Attenborough,5514,0,4786,Directing
Don Mancini,5515,0,65677,Directing
John Maybury,5516,0,40307,Directing
Norton Virgien,5517,0,86439,Directing
Shinji Aramaki,5518,0,70100,Directing
Miguel Arteta,5519,0,61069,Directing
James Gray,5520,0,20561,Directing
Janusz Kaminski,5521,0,492,Directing
Robert B. Weide,5522,0,74159,Directing
Jeff Wadlow,5523,0,55075,Directing
Agustín Díaz Yanes,5524,0,127823,Directing
Camille Delamarre,5525,0,928490,Directing
David Lean,5526,0,12238,Directing
Richard Eyre,5527,0,36693,Directing
Nicholas Meyer,5528,0,1788,Directing
Callie Khouri,5529,1,17397,Directing
Sanaa Hamri,5530,1,64140,Directing
Todd Graff,5531,0,18342,Directing
Philip Kaufman,5532,0,648,Directing
Saul Dibb,5533,0,73460,Directing
Walter Murch,5534,0,154,Directing
Richard Linklater,5535,0,564,Directing
E. Elias Merhige,5536,0,17279,Directing
Menno Meyjes,5537,0,736,Directing
Jodie Foster,5538,1,1038,Directing
Scott Frank,5539,0,2199,Directing
Kevin Allen,5540,0,36083,Directing
Michael Cristofer,5541,0,21136,Directing
Andrew Morahan,5542,0,53599,Directing
Bob Rafelson,5543,0,19450,Directing
Michael Cohn,5544,0,56956,Directing
Alan Shapiro,5545,0,129941,Directing
Fernando Meirelles,5546,0,8557,Directing
Michael Hoffman,5547,0,52405,Directing
Oleg Stepchenko,5548,0,238220,Directing
Michael Winterbottom,5549,0,172,Directing
Michael Pressman,5550,0,59649,Directing
Sharon Maguire,5551,1,9158,Directing
Charles Herman-Wurmfeld,5552,0,76247,Directing
Gábor Csupó,5553,0,36697,Directing
Tyler Perry,5554,0,80602,Directing
Joe Carnahan,5555,0,40223,Directing
John Polson,5556,0,15337,Directing
Bernardo Bertolucci,5557,0,4956,Directing
Cathy Malkasian,5558,1,78488,Directing
Chris Nahon,5559,0,21931,Directing
Fred Wolf,5560,0,66563,Directing
Bille Woodruff,5561,0,62116,Directing
Victor Salva,5562,0,56349,Directing
Mark Helfrich,5563,0,1098,Directing
Steve Bendelack,5564,0,16356,Directing
Dwight H. Little,5565,0,56998,Directing
Guillaume Canet,5566,0,19866,Directing
Kirsten Sheridan,5567,1,41285,Directing
Richard Fleischer,5568,0,2087,Directing
Bob Spiers,5569,0,47974,Directing
Damien Dante Wayans,5570,0,59229,Directing
John Wells,5571,0,47333,Directing
Tim Fywell,5572,0,125544,Directing
Nigel Cole,5573,0,24248,Directing
Dexter Fletcher,5574,0,974,Directing
Jeremy Leven,5575,0,25210,Directing
Sylvain White,5576,0,31119,Directing
Troy Nixey,5577,0,135601,Directing
Philip G. Atwell,5578,0,65190,Directing
Jeff Schaffer,5579,0,57405,Directing
James Bridges,5580,0,14838,Directing
Steve Barron,5581,0,18308,Directing
Bill Paxton,5582,0,2053,Directing
Richard Kelly,5583,0,1577,Directing
Carter Smith,5584,0,68352,Directing
John Schlesinger,5585,0,19304,Directing
Ringo Lam,5586,0,26767,Directing
Bruce McCulloch,5587,0,73499,Directing
Patricia Riggen,5588,0,437833,Directing
Pascal Chaumeil,5589,0,8392,Directing
Jonathan Kaplan,5590,0,42171,Directing
Ole Bornedal,5591,0,22676,Directing
Richard Benjamin,5592,0,24318,Directing
Craig R. Baxley,5593,0,63709,Directing
John Hillcoat,5594,0,53333,Directing
John Guillermin,5595,0,6778,Directing
Marcos Siega,5596,0,74062,Directing
Rachel Talalay,5597,1,56891,Directing
Jeffrey W. Byrd,5598,0,109695,Directing
Atom Egoyan,5599,0,56205,Directing
Robert Towne,5600,0,11057,Directing
Giuseppe Tornatore,5601,0,65314,Directing
Werner Herzog,5602,0,6818,Directing
Jérôme Deschamps,5603,0,93592,Directing
Inna Evlannikova,5604,1,115999,Directing
Jonathan English,5605,0,83730,Directing
Sergey Bondarchuk,5606,0,38131,Directing
Teddy Chan,5607,0,70703,Directing
Mario Van Peebles,5608,0,16214,Directing
Leonard Nimoy,5609,0,1749,Directing
Herbert Ross,5610,0,18378,Directing
Bonnie Hunt,5611,1,5149,Directing
Neil LaBute,5612,0,58689,Directing
Grant Heslov,5613,0,31511,Directing
George Gallo,5614,0,21792,Directing
Sidney Lumet,5615,0,39996,Directing
Douglas McGrath,5616,0,32983,Directing
Kevin Spacey,5617,0,1979,Directing
Richard Williams,5618,0,116100,Directing
Mary McGuckian,5619,1,130482,Directing
Tony Goldwyn,5620,0,3417,Directing
Jonathan Newman,5621,0,558177,Directing
Michael Dinner,5622,0,84165,Directing
Joseph Sargent,5623,0,15663,Directing
Jerry Zaks,5624,0,59635,Directing
Fred Durst,5625,0,29783,Directing
Anne Fontaine,5626,1,48583,Directing
Jon Cassar,5627,0,25873,Directing
Mira Nair,5628,1,6495,Directing
Mel Brooks,5629,0,14639,Directing
Russell Crowe,5630,0,934,Directing
Jessie Nelson,5631,1,16853,Directing
Christopher Spencer,5632,0,235820,Directing
Mike Bigelow,5633,0,69498,Directing
Daniel Sackheim,5634,0,12632,Directing
Deborah Kaplan,5635,1,13614,Directing
Uli Edel,5636,0,15868,Directing
Fred Dekker,5637,0,44056,Directing
Brian Trenchard-Smith,5638,0,84981,Directing
Blake Edwards,5639,0,1927,Directing
Laurence Dunmore,5640,0,52894,Directing
Christian Carion,5641,0,70221,Directing
Dax Shepard,5642,0,51298,Directing
Rowan Joffe,5643,0,17608,Directing
John Curran,5644,0,96166,Directing
Juan José Campanella,5645,0,84714,Directing
Trey Parker,5646,0,34517,Directing
Stuart Gillard,5647,0,76418,Directing
Katt Shea,5648,1,102634,Directing
Joshua Michael Stern,5649,0,64139,Directing
Tomas Alfredson,5650,0,74396,Directing
John Duigan,5651,0,72624,Directing
Colin Higgins,5652,0,4967,Directing
Jim Sonzero,5653,0,58514,Directing
Penelope Spheeris,5654,0,58448,Directing
Jeff Tremaine,5655,0,56578,Directing
Jeannot Szwarc,5656,0,16187,Directing
Steve McQueen,5657,0,72757,Directing
Thea Sharrock,5658,1,1096867,Directing
Jon Lucas,5659,0,52114,Directing
Robin Budd,5660,0,1027737,Directing
Ava DuVernay,5661,1,929825,Directing
Steve Trenbirth,5662,0,142007,Directing
Mennan Yapo,5663,0,61087,Directing
Jun Falkenstein,5664,1,93301,Directing
Tom McCarthy,5665,0,17867,Directing
Takashi Shimizu,5666,0,20310,Directing
Gary Nelson,5667,0,47893,Directing
Anton Corbijn,5668,0,45052,Directing
Gregory Nava,5669,0,16395,Directing
John Patrick Shanley,5670,0,26095,Directing
Joshua Logan,5671,0,86051,Directing
Steve Beck,5672,0,57521,Directing
Todd Strauss-Schulson,5673,0,222470,Directing
John McNaughton,5674,0,9200,Directing
Nelson McCormick,5675,0,45627,Directing
Eric Valette,5676,0,51445,Directing
Andrew Fleming,5677,0,41549,Directing
Michael Spierig,5678,0,56501,Directing
Jim Field Smith,5679,0,111686,Directing
Thomas Bezucha,5680,0,56789,Directing
William Brent Bell,5681,0,62768,Directing
Ben Gluck,5682,0,61970,Directing
Jessica Bendinger,5683,1,53014,Directing
Henry Joost,5684,0,142272,Directing
Ed Harris,5685,0,228,Directing
Alfred Hitchcock,5686,0,2636,Directing
Shana Feste,5687,0,129718,Directing
Steve Rash,5688,0,54590,Directing
Mike Binder,5689,0,24173,Directing
Michael J. Bassett,5690,0,69593,Directing
Frank Nissen,5691,0,73161,Directing
Stephen Chow,5692,0,57607,Directing
Peter Hastings,5693,0,64149,Directing
Paul Abascal,5694,0,1216735,Directing
Chris Koch,5695,0,58059,Directing
Amy Heckerling,5696,1,57434,Directing
Michael Moore,5697,0,17087,Directing
George Stevens,5698,0,18738,Directing
Billy Ray,5699,0,21807,Directing
Mark Mylod,5700,0,57199,Directing
Stephen St. Leger,5701,0,936154,Directing
Michael O. Sajbel,5702,0,87178,Directing
Charles T. Kanganis,5703,0,36147,Directing
Damon Santostefano,5704,0,66039,Directing
Bob Clark,5705,0,12698,Directing
Frank Passingham,5706,0,53332,Directing
Benson Lee,5707,0,1046142,Directing
Glen Morgan,5708,0,58403,Directing
Mike Leigh,5709,0,65452,Directing
Alejandro Monteverde,5710,0,72960,Directing
Jonathan Glazer,5711,0,66728,Directing
J.C. Chandor,5712,0,556172,Directing
Paul Gross,5713,0,84021,Directing
Marc Abraham,5714,0,15219,Directing
Todd Haynes,5715,0,16863,Directing
Mabrouk El Mechri,5716,0,74924,Directing
Charlie Kaufman,5717,0,202,Directing
Nancy Walker,5718,1,47503,Directing
Angelo Pizzo,5719,0,44848,Directing
Matthew Diamond,5720,0,116370,Directing
Katsuhiro Otomo,5721,0,185,Directing
David Anspaugh,5722,0,44847,Directing
Andrew Jarecki,5723,0,23287,Directing
Daniel Algrant,5724,0,69696,Directing
Mike Barker,5725,0,77964,Directing
Wayne Thornley,5726,0,1098107,Directing
Gnana Rajasekaran,5727,0,1339129,Directing
Tom Walsh,5728,0,1275019,Directing
Jonathan Jakubowicz,5729,0,57454,Directing
Scott Walker,5730,0,1179590,Directing
Mark Rosman,5731,0,68770,Directing
Rob Hawk,5732,0,1585252,Directing
Britt Allcroft,5733,0,113733,Directing
Alan Yuen,5734,0,70110,Directing
Brian Percival,5735,0,126945,Directing
Anand Tucker,5736,0,26481,Directing
Anthony Mann,5737,0,40199,Directing
Michael Dowse,5738,0,71280,Directing
Daniel Barnz,5739,0,84061,Directing
Emile Ardolino,5740,0,716,Directing
Robert Altman,5741,0,9789,Directing
James Schamus,5742,0,1617,Directing
Andrew Douglas,5743,0,62721,Directing
Ricky Gervais,5744,0,17835,Directing
Vic Armstrong,5745,0,15358,Directing
Terry Zwigoff,5746,0,17447,Directing
Audrey Wells,5747,1,36805,Directing
Rick Friedberg,5748,0,65548,Directing
Sean McNamara,5749,0,129952,Directing
Jody Hill,5750,0,54710,Directing
Brandon Camp,5751,0,62541,Directing
Kevin Tancharoen,5752,0,101518,Directing
Nicholas Hytner,5753,0,55476,Directing
Bart Freundlich,5754,0,86203,Directing
William A. Fraker,5755,0,12846,Directing
John Boorman,5756,0,19665,Directing
Courtney Solomon,5757,0,61921,Directing
Jeff Kanew,5758,0,67897,Directing
István Szabó,5759,0,225898,Directing
Matthew Robbins,5760,0,12677,Directing
Hal Needham,5761,0,67767,Directing
Jeff Nichols,5762,0,71872,Directing
Jonathan Teplitzky,5763,0,97942,Directing
Michael Haneke,5764,0,6011,Directing
Zack Ward,5765,0,12714,Directing
Mike Marvin,5766,0,56173,Directing
Gregor Jordan,5767,0,57030,Directing
Olivier Assayas,5768,0,21678,Directing
Tran Anh Hung,5769,0,107730,Directing
Lance Hool,5770,0,57154,Directing
Christian Volckman,5771,0,57557,Directing
Rodrigo Cortés,5772,0,95320,Directing
David Hayter,5773,0,10995,Directing
Cory Edwards,5774,0,61373,Directing
Terry George,5775,0,2589,Directing
Xavier Gens,5776,0,18184,Directing
Kasi Lemmons,5777,1,51864,Directing
Brian A Miller,5778,0,1024823,Directing
Matt Dillon,5779,0,2876,Directing
George Cukor,5780,0,14674,Directing
John Robert Hoffman,5781,0,89113,Directing
Kevin Greutert,5782,0,2150,Directing
John Fortenberry,5783,0,58316,Directing
Erik White,5784,0,130687,Directing
Christian Robinson,5785,0,75687,Directing
Jason Moore,5786,0,168667,Directing
Robert Harmon,5787,0,57895,Directing
Trent Cooper,5788,0,130822,Directing
Gary Halvorson,5789,0,150641,Directing
Nicholas Ray,5790,0,2765,Directing
Fede Alvarez,5791,0,932248,Directing
Sidney J. Furie,5792,0,64508,Directing
Ian Iqbal Rashid,5793,0,190339,Directing
Wayne Kramer,5794,0,19000,Directing
Rowdy Herrington,5795,0,63943,Directing
Jim Goddard,5796,0,134639,Directing
Noel Marshall,5797,0,29342,Directing
Andrea Di Stefano,5798,1,40541,Directing
Guillaume Ivernel,5799,0,66856,Directing
Jack Smight,5800,0,30422,Directing
Todd Lincoln ,5801,0,587800,Directing
Howard Zieff,5802,0,34611,Directing
Steven Shainberg,5803,0,67795,Directing
Julian Jarrold,5804,0,29226,Directing
Joe Nussbaum,5805,0,54597,Directing
Vadim Perelman,5806,0,78118,Directing
Michel Hazanavicius,5807,0,67717,Directing
Cyrus Nowrasteh,5808,0,110618,Directing
Perry Andelin Blake,5809,0,20824,Directing
Christian E. Christiansen,5810,0,143079,Directing
Sheldon Lettich,5811,0,16590,Directing
Diane English,5812,1,76230,Directing
Peter Flinth,5813,0,75043,Directing
Robert Iscove,5814,0,64815,Directing
Peter Kosminsky,5815,0,67781,Directing
Nick Gomez,5816,0,17278,Directing
Allen Coulter,5817,0,16834,Directing
Clare Kilner,5818,1,51600,Directing
Josef Rusnak,5819,0,15361,Directing
Lance Rivera,5820,0,302339,Directing
Ronald Neame,5821,0,7501,Directing
Bruce Paltrow,5822,0,173607,Directing
Adam Rifkin,5823,0,50583,Directing
Susanne Bier,5824,1,1011,Directing
Kenneth Johnson,5825,0,19142,Directing
James Ivory,5826,0,54441,Directing
Jessy Terrero,5827,0,73832,Directing
Dany Boon,5828,0,37627,Directing
Vicente Amorim,5829,0,72133,Directing
Gaspar Noé,5830,0,14597,Directing
Jérôme Salle,5831,0,69987,Directing
Tommy Lee Jones,5832,0,2176,Directing
Jesse Vaughan,5833,0,114646,Directing
William Bindley,5834,0,140151,Directing
Wayne Beach,5835,0,58667,Directing
Gérard Krawczyk,5836,0,21647,Directing
Udayan Prasad,5837,0,145304,Directing
Yoon Je-kyoon,5838,0,87537,Directing
Morten Tyldum,5839,0,77965,Directing
Andy Muschietti,5840,0,1113116,Directing
Gillian Armstrong,5841,1,58094,Directing
James Watkins,5842,0,63306,Directing
Jim Fall,5843,0,19228,Directing
Ric Roman Waugh,5844,0,76422,Directing
Michael Dougherty,5845,0,11012,Directing
Joel Gallen,5846,0,57604,Directing
James Marsh,5847,0,76998,Directing
Matt Williams,5848,0,34481,Directing
Rob Zombie,5849,0,16848,Directing
Dennis Iliadis,5850,0,94108,Directing
Rick Rosenthal,5851,0,33341,Directing
Denzel Washington,5852,0,5292,Directing
Nicolas Winding Refn,5853,0,21183,Directing
Sara Sugarman,5854,1,58628,Directing
Juan Carlos Fresnadillo,5855,0,17597,Directing
Gina Prince-Bythewood,5856,1,71947,Directing
Phil Traill,5857,0,78562,Directing
Joe Berlinger,5858,0,69237,Directing
Elizabeth Allen Rosenbaum,5859,1,1223175,Directing
Michael Mayer,5860,0,50460,Directing
Martin Weisz,5861,0,58260,Directing
John Ottman,5862,0,9039,Directing
John Bonito,5863,0,56453,Directing
Peter Atencio,5864,0,136153,Directing
David Nutter,5865,0,33316,Directing
Derek Cianfrance,5866,0,139098,Directing
Stephan Elliott,5867,0,27889,Directing
Mark L. Lester,5868,0,67753,Directing
Tom Green,5869,0,36423,Directing
Mike Nawrocki,5870,0,78298,Directing
Douglas Aarniokoski,5871,0,71901,Directing
Bryan Barber,5872,0,75646,Directing
Lone Scherfig,5873,1,1176,Directing
Drew Barrymore,5874,1,69597,Directing
Brian Koppelman,5875,0,16304,Directing
James Foley,5876,0,15890,Directing
Albert Brooks,5877,0,13,Directing
Steve Gomer,5878,0,104507,Directing
RZA,5879,0,150,Directing
Mark Piznarski,5880,0,1219210,Directing
Craig Brewer,5881,0,53267,Directing
David Raynr,5882,0,161858,Directing
Mort Nathan,5883,0,57962,Directing
Dan Curtis,5884,0,29648,Directing
Wil Shriner,5885,0,151232,Directing
Martin McDonagh,5886,0,54472,Directing
Tina Gordon Chism,5887,0,84124,Directing
Peter Cattaneo,5888,0,57630,Directing
Mary Lambert,5889,1,56263,Directing
Peter Kassovitz,5890,0,18204,Directing
Rodman Flender,5891,0,50719,Directing
Katja von Garnier,5892,1,62872,Directing
Mark Romanek,5893,0,57446,Directing
Brad Anderson,5894,0,37948,Directing
Michael Chapman,5895,0,1044,Directing
Antonio Banderas,5896,0,3131,Directing
Khalil Sullins,5897,0,1498767,Directing
Fritz Lang,5898,0,68,Directing
Hou Hsiao-hsien,5899,0,64992,Directing
Andrey Zvyagintsev,5900,0,68519,Directing
Tony Jaa,5901,0,57207,Directing
Ryûhei Kitamura,5902,0,45996,Directing
Darrell James Roodt,5903,0,16730,Directing
Dito Montiel,5904,0,53935,Directing
Stefan Ruzowitzky,5905,0,15115,Directing
Jake Paltrow,5906,0,122582,Directing
Juraj Jakubisko,5907,0,78001,Directing
Anthony Silverston,5908,0,1199049,Directing
Gabe Ibáñez,5909,0,119953,Directing
Gerry Lively,5910,0,21394,Directing
Daniele Luchetti,5911,0,59911,Directing
Derek Yee Tung-Sing,5912,0,240150,Directing
Julien Temple,5913,0,22669,Directing
Gregory Jacobs,5914,0,119665,Directing
Gilles Paquet-Brenner,5915,0,144519,Directing
Peter Cousens,5916,0,1219769,Directing
Lars von Trier,5917,0,42,Directing
John Cornell,5918,0,57594,Directing
Vidhu Vinod Chopra,5919,0,99710,Directing
Jamie Blanks,5920,0,59958,Directing
Randal Kleiser,5921,0,8876,Directing
Phil Vischer,5922,0,78297,Directing
Rick Famuyiwa,5923,0,51866,Directing
Alan Cohn,5924,0,111247,Directing
Franco Zeffirelli,5925,0,24657,Directing
Tom Holland,5926,0,64796,Directing
James Isaac,5927,0,69579,Directing
Emilio Estevez,5928,0,2880,Directing
Josh Schwartz,5929,0,168798,Directing
Julian Schnabel,5930,0,7482,Directing
Todd Field,5931,0,5010,Directing
Davis Guggenheim,5932,0,19012,Directing
Stephen Carpenter,5933,0,56913,Directing
James Fargo,5934,0,66222,Directing
Alain Resnais,5935,0,11983,Directing
Kenneth Lonergan,5936,0,30711,Directing
Bo Zenga,5937,0,73833,Directing
Danny Leiner,5938,0,56591,Directing
Christopher Cain,5939,0,56828,Directing
Theodore Melfi,5940,0,1141683,Directing
Ed Decter,5941,0,7397,Directing
Gene Quintano,5942,0,56953,Directing
Eric Bress,5943,0,20218,Directing
Preston A. Whitmore II,5944,0,76705,Directing
Kirk Wong,5945,0,58036,Directing
